Date,Title,Location,Company,Min Exp,Max Exp,Min Salary,Max Salary,Skills
2024-02-01,Swift Programming Language Application Developer, Pune,Accenture,4.0,6.0,,,"J2Ee,Java,Node.js,big data analytics,Angular JS/React JS,Javascript,.NET,Bluetooth,iOS,C++,CSS3,Objective C,IT security,Swift,Programming,HP data protector"
2024-02-01,HR Analyst, Bengaluru,EY,1.0,6.0,,,"HR contact center,US Payroll,Shared Services"
2024-02-01,Sr. D&T Analyst - Business Intelligence, Mumbai,General Mills,8.0,10.0,,,"Business operations,Automation,Business intelligence,Logistics,SQL,Business objects,Supply chain,GCP,Analytics,Consulting"
2024-02-01,Data Science - Regression/Classification," Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Tiger Analytics,2.0,7.0,,,"Regression,Optimization,Linear Regression,Model Building,Data Science,Logistic Regression,Time Series,Classification,Machine Learning"
2024-02-01,Data Analysis & Interpretation Application Developer, Bangalore/Bengaluru,Accenture,4.0,6.0,,,"ServiceNow,hardware testing,SCRUM,inventory management,Mobile Device Management,data management,Agile,Mobile Application Management,MS Intune,Data Analysis"
2024-02-01,"Senior Manager, Solution Engineering", Mumbai,Salesforce,5.0,20.0,,,"Manager Technology,Project management,Product management,Sales,Sales training,Account planning,Salesforce,Employee development,SIS,CRM"
2024-02-01,Senior Data Engineer," Mumbai,Maharashtra",Jobuss Resources Pvt.ltd,8.0,11.0,,,"ETL,Data Engineering,Data Integration,SQL,Data analysis,NoSQL,data visualization,Azure Data Factory,Azure Databricks"
2024-02-01,Capital Market Regulator Solutions Business Analyst, Bangalore/Bengaluru,Accenture,8.0,10.0,,,"Business Analysis,Transaction Reporting,Agile,DevOps,JIRA,Confluence"
2024-02-01,Senior Data Engineer (4+ Years), Bengaluru,Themathcompany,4.0,7.0,,,"AWS/Azure/GCP,ETL,Spark,Azure,Data Engineering,Data Warehousing,GCP,Cloud,SQL,Data Lake,Pyspark,Data Pipeline,Github,Data Bricks,Datafactory,Python,AWS"
2024-02-01,CSBB - Lead Data Science Consultant," Hyderabad/Secunderabad, Bangalore/Bengaluru",Wells Fargo,9.0,13.0,,,"SAS,data warehousing,SQL,Business Analytics,Teradata,Data Science,Statistics,data structures,Management Reporting,Python"
2024-02-01,Product Owner, Mumbai (All Areas),Navneet TopTech,4.0,5.0,3,6.0,"Product Life Cycle Management,Product Design,Escalation Management,HLOOKUP,Pivot Table,Product Management,Data Analytics,Product Life Cycle,VLOOKUP,Pivot,Advanced Excel,Product Roadmap,Data Analysis"
2024-02-01,Business Analyst (Sales) - European Process - Dwarka.," New Delhi,Delhi",A1 Selectors,3.0,7.0,8,15.0,"credit reporting,sales analysis,sales reporting,SAP,data analysis,power bi,Business Process,business analyst,tableau,sales forecating,Bi Tools"
2024-02-01,Excellent openings For Power BI  - Hexaware Technologies," Pune,Maharashtra, Chennai,Tamil Nadu, Mumbai (All Areas)",Hexaware Technologies,4.0,6.0,,,"Dax,SQL,Power Bi"
2024-02-01,Junior Survey Programmer," New Delhi,Delhi, Gurugram,Haryana, Delhi / NCR",GfK,1.0,3.0,2.5,5.0,"Survey,Survey Design"
2024-02-01,Data Science Engineer," Indore,Madhya Pradesh",Golden Eagle It Technologies,3.0,4.0,,,"Artificial Intelligence,Data Science,Data Bricks,Machine Learning,Python"
2024-02-01,Senior Manager - Compensation & Benefits, Ahmedabad,Adani Airport Holdings,0.0,18.0,,,"Salary Benchmarking,Compensation Management,Compensation And Benefits"
2024-02-01,Technical Lead | Windows / Desktop Application Developer, Gurgaon/Gurugram,Avaal,0.0,15.0,8,18.0,"WPF,asp.net,sql server,Windows Presentation Foundation,Desktop Application,Winforms,Windows Development,Windows Communication Foundation,c#,Windows Services"
