Date,Title,Location,Company,Min Exp,Max Exp,Min Salary,Max Salary,Skills
2024-09-01,Software Developer (C#), Bangalore/Bengaluru,Tetcos,1.0,3.0,5,8.0,"WPF,C#,Multi Treading,Net Development,User Controls,UI Programming,Xml Coding,Custom Controls"
2024-09-01,Credit Risk Analyst, Gurgaon/Gurugram,Airtel,3.0,6.0,,,"finance,Credit Risk,Risk Analytics,python,sql"
2024-09-01,Junior Business Intelligence Analyst, Mumbai,Bare International,1.0,3.0,,,"Analytical skills,data privacy,Regional Director,Business Intelligence Analyst,Market research,Focus,BPO,microsoft,Process improvement,Analytics"
2024-09-01,Sr Quality & Reliability Engineer," Bengaluru,Karnataka",Bloom Energy India,3.0,6.0,,,"field failures,Jmp,Reliability,MTBF,HASS,HALT,High Accelerated Stress Screening,PPAP,Reliability Analysis,High Accelerated life test"
2024-09-01,Security Researcher," Hyderabad/ Secunderabad,Telangana",Loginsoft,1.0,4.0,,,"Application Security,Python,Vulnerability Assessment"
2024-09-01,Assistant Manager - RTR," Hyderabad/Secunderabad, Telangana",Discovery Communications,5.0,7.0,,,"us gaap,rtr,finance,record to report,ca,sap,chartered accountant,accounting,advanced excel"
2024-09-01,Dot Net Fullstack Developer,,unknown,,,,,"dot net core,dot net,angular"
2024-09-01,Flutter Developer, Pune,Sportskingdom,2.0,3.0,,,"Front end,HTML,Javascript,Software development life cycle,C++,Development Manager,Object oriented programming,Test cases,GIT,Programming"
2024-09-01,Senior Product Designer, Bangalore/Bengaluru,Uipath,5.0,10.0,,,"Project management,Enterprise software,Research,User interface designing,Architecture,Automation,Tool design,Data analysis,Customer experience"
2024-09-01,BI Lead/Architect, Hyderabad,Technogen,8.0,11.0,,,"sql,Schema,Tableau"
2024-09-01,Data Engineer, Hyderabad/Secunderabad,Discovery Communications,3.0,8.0,,,"sql,Kinesis,qa testing,etl,Lambda,IAM Policies,data architecture,airflow,aws glue,data engineering,Python"
2024-09-01,Lead Credit Risk Analyst," Gurgaon/ Gurugram,Haryana",Airtel,5.0,10.0,,,"credit risk,Credit Underwriting,SAS,credit risk analysis,Credit Risk Management,SQL,Python,Credit Analysis"
2024-09-01,Senior Data Analyst," Pune,Maharashtra",Eversana,8.0,12.0,,,"Advanced Excel,Python,Power Bi"
2024-09-01,IICS/Informatica Consultant, United Kingdom (UK),Maddisoft Solutions India,9.0,14.0,,,"ETL,Informatica Development,Informatica Powercenter,SQL,IICS"
2024-09-01,Program Manager-International," Chennai,Tamil Nadu",Great Learning,2.0,7.0,,,"program management,problem solving,Delivery Management,stakeholder management,communication skills,Engagement Management"
2024-09-01,Academic Manager," Kishanganj,Bihar, Patna,Bihar, Ranchi,Jharkhand",Nalanda Learning Systems,2.0,6.0,3,5.5,"Academic Operations,Academic Administration,Program Support,Curriculum Planner,Pedagogy,Academic Counsellor,Curriculum Designing,Teacher Training,Academic Manager,Teacher,Edtech,Relationship Building,Product Demonstration"
