Date,Title,Location,Company,Min Exp,Max Exp,Min Salary,Max Salary,Skills
2024-04-01,Data Scientist II (Detection + ML), Mumbai,Here Technologies,3.0,7.0,,,"deep learning,Research,Statistical analysis,Computer science,Python,IEEE,Computer vision,data science,Machine learning,Analytics"
2024-04-01,Software Engineer 2, Bangalore/Bengaluru,Microsoft,3.0,7.0,,,"Software design,Computer science,Access management,Architectural design,Employee engagement,Data analysis,C++,Object oriented programming,Coding,microsoft"
2024-04-01,Advance Cyber Security Engineer," Pune,Maharashtra",Faurecia,3.0,4.0,,,"ISO SAE 21434 clauses,Vulnerability analysis,ECC,Embedded Linux,AES,Encryption,Auto Android and QNX,RSA,ECDSA,Threat Analysis"
2024-04-01,Mobile Application Developer," Ranchi,Jharkhand, Bengaluru",Analogyx Bi,3.0,7.0,,,"Ci/Cd,Rest Api Integration,IOS,React Native,Coding And Development,Javascript,Android,Ui/Ux,Mobile Application Development,Native Application Development,ui,GIT,Flutter"
2024-04-01,Assistant Manager - Hospitality Experience & Administration," Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru",Dailyrounds,4.0,6.0,,,"Hospitality,Healthcare,Android,Focus,AWS"
2024-04-01,looking For Mobile Architect Infosys(Payroll of Nixsol)_Any, Hyderabad/Secunderabad,NIXSOL INDIA PRIVATE LIMITED   ,8.0,13.0,"50,000",2.0,"React.Js,Android,IOS,React Native"
2024-04-01,Business Analyst To MD Office," Chennai,Tamil Nadu",Trivitron Healthcare,3.0,6.0,,,"Market Research,Product Documentation,Gap Analysis,Product Life Cycle,Competitor Analysis,Business Research,Dashboards"
2024-04-01,Senior Pricing Analyst, Chennai,Emerson,3.0,5.0,,,"Business intelligence,Data management,Monitoring,Pricing Analyst,Oracle,Data analytics,data visualization,Advanced Excel,microsoft,Process improvement"
2024-04-01,Head of Sales Strategy & GTM," Noida,Uttar Pradesh",IndiaMART,5.0,7.0,,,"Sales Strategy,Sales Enablement,Analytics and Metrics,Leadership,Go-to-market Strategy"
2024-04-01,Business Analyst To MD Office," Chennai,Tamil Nadu",Trivitron Healthcare,3.0,6.0,,,"Market Research,Product Documentation,Gap Analysis,Product Life Cycle,Competitor Analysis,Business Research,Dashboards"
2024-04-01,Analytics Lead - Audit & Risk, Bengaluru,Randstad,0.0,17.0,,,"Audit Compliance,Analytics Reporting,Team Management,Data Modeling,Data Analysis"
2024-04-01,PR & Corporate Communications Manager," Noida,Uttar Pradesh",IndiaMART,3.0,6.0,,,"PR,Media Management,Media Planning,Public Affairs,Press Release,Corporate Communication,Corporate PR,Corporate Relations,Public Relations,Media Relations,Media Strategy,Public Relationship"
2024-04-01,Purchase Manger," Pune,Maharashtra",MEL Services,8.0,10.0,6,10.0,"Purchase Management,Inventory Optimization,Team Handling,Vendor Development,Vendor Management,Import Documentation,Import Purchase,Negotiation,Purchase Planning"
2024-04-01,React Native Developer," Hyderabad, Chennai, Bengaluru",Photon,3.0,8.0,9,19.0,"Javascript,Typescript,Unit Testing,React Native"
2024-04-01,Software Engineer 2, Bangalore/Bengaluru,Microsoft,4.0,7.0,,,"Prototype,Backend,Software design,Front end,Computer science,User interface designing,Android,Web technologies,Agile,microsoft"
2024-04-01,Business Strategist,,unknown,,,,,"Sales Planning,Sales Forecasting,MIS,Sales Strategy,Strategic Planning,Business Strategy,Strategic Sales Planning,MIS Reporting"
2024-04-01,Android Developer Maps and navigation," New Delhi,Delhi",Confidential,3.0,4.0,,,"and routing,art UI with material U,Android Studio,navigation,APIs,developing Android  maps,Android SDK"
2024-04-01,Associate Software Architect, Bangalore/Bengaluru,Commissum (eurofins Cyber Security Uk),7.0,10.0,,,"XSLT,Automation,ERP,SQL,MS SQL,XML,Application support,WCF,microsoft,Troubleshooting"
2024-04-01,Tech Consultant, Bangalore/Bengaluru,Gemba Concepts,3.0,4.0,,,"Android Studio,appsheet,ms,Communication Skills,erp software"
2024-04-01,MIS & Analytics Manager-Transport, Mumbai (All Areas),Vibgyor Group of Schools,3.0,7.0,,,"Advanced Excel,Data Analytics,MIS Reporting,DATA ANALYST,Mis Excel"
2024-04-01,Relationship Manager," Noida, Delhi / NCR",IndiaMART,2.0,6.0,,,"selling,sales,Upselling,team management,Client Relationship Management,relationship management,revenue maximization,Business Development,Cross Selling,client servicing,Revenue Expansion,team handling,Client Retention"
2024-04-01,Financial Controller," Pune,Maharashtra",Faurecia,6.0,8.0,10,17.0,"accounting,data analysis,SAP,Monthly reporting"
2024-04-01,Software Engineer II, Noida,Microsoft,4.0,5.0,,,"Testing,Social media,Web development,Troubleshooting,Architecture,Computer science,Android,Software Engineer II,microsoft,Debugging"
