Date,Title,Location,Company,Min Exp,Max Exp,Min Salary,Max Salary,Skills
2024-03-01,Tele Associate | Free Listed Seller Content Enrichment," Noida,Uttar Pradesh",IndiaMART,0.0,5.0,,,"Computer Skills,Customer Support,Tele calling,Data Entry,Communication Skills"
2024-03-01,Hiring Python Programmer - Applied AI Engineer || Bangalore, Bengaluru,Impelsys India,1.0,3.0,,,"AI,python programming,Artificial intelligence,ML,NLP,Machine Learning,Python"
2024-03-01,Group Head - Mobility Architect," Mumbai,Maharashtra, Mumbai Suburban,Maharashtra, Mumbai (All Areas)",Tata Power,8.0,12.0,,,"Mobility,Ios Development,Mobile application architecture,Mobile Application Development,Mobile Architecture,Cross Platform,Android Application Development,hybrid technology"
2024-03-01,IIOT Engineer, Pune,Emerson,2.0,5.0,,,"Linux,Troubleshooting,Android,C++,Instrumentation,HTTP,GIT,Windows,Communication protocols,Networking"
2024-03-01,Product owner, Bangalore/Bengaluru,Novo Nordisk,5.0,10.0,,,"Data modeling,Project management,Product management,Analytical,Information technology,Data management,Data quality,Data analysis,Market research"
2024-03-01,Senior Business Systems Analyst, Bangalore/Bengaluru,Equinix,5.0,7.0,,,"Testing,Financial reporting,Analytical,Business case,Change management,Forecasting,Monitoring,Test design,Troubleshooting"
2024-03-01,Senior Data Scientist, Bangalore/Bengaluru,Novo Nordisk,3.0,8.0,,,"Analytical,Python,Data management,SQL,Data analysis,data science,Scrum,Analytics"
2024-03-01,Senior Python Developer," Hyderabad,Telangana",Loginsoft,5.0,10.0,,,"Python Development,Django,Api Integration"
2024-03-01,Data Analyst @ Quality Logistics - Cash Collection," Lucknow,Uttar Pradesh",CMS Info Systems (CMS),3.0,8.0,,,"r,Data Analytics,Python"
2024-03-01,PR & Corporate Communications Manager," Noida,Uttar Pradesh",IndiaMART,3.0,6.0,,,"PR,Media Management,Media Planning,Public Affairs,Press Release,Corporate Communication,Corporate PR,Corporate Relations,Public Relations,Media Relations,Media Strategy,Public Relationship"
2024-03-01,iOS Developers, Hyderabad/Secunderabad,Inovies Consulting,2.0,4.0,,,"Backend,Animation,IOS,Performance tuning,continuous integration,Mercurial,Web technologies,SVN,GIT"
2024-03-01,Data Engineer III, Mumbai,Shaadi.com,3.0,5.0,,,"Analytical,Computer science,Data management,Data quality,Data warehousing,Management systems,Infrastructure management,GIT,Python,AWS"
2024-03-01,Senior Data & Applied Scientist, Hyderabad/Secunderabad,Microsoft,4.0,8.0,,,"deep learning,Analytical,MS Outlook,Data management,microsoft,Data analysis,data science,Business solutions,Machine learning,Windows"
2024-03-01,Job Opportunity | Arkray Healthcare | Data Scientist | Pune," Pimpri-Chinchwad,Maharashtra, Pune,Maharashtra",Arkray Healthcare,1.0,5.0,11,20.0,"Image Processing,Deep Learning,Object Detection,Computer Vision,Machine Learning,Cnn,Python"
2024-03-01,Data Analyst || Stanza Living," Gurgaon/ Gurugram,Haryana",Stanza Living,1.0,3.0,7,9.0,"SQL,Advanced Excel,Google Sheets"
2024-03-01,IIOT Engineer, Pune,Copeland,0.0,4.0,,,"Linux,Troubleshooting,Android,C++,Instrumentation,HTTP,GIT,Windows,Communication protocols,Networking"
2024-03-01,Senior React Native Developer," Panaji/Panjim, Vasco Da Gama, Pune",Numinolabs,5.0,10.0,8,18.0,"android application development,aws,mobile application development,React Native,Javascript,java,android studio,web development,android,React.Js,core java"
2024-03-01,Advisory - Deals - Forensics - Associate 2," Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",PwC Service Delivery Center,4.0,7.0,,,"Analytical,Information management,Automation,Computer science,SQL,Data analysis,Risk management,Business process,Application development,Python"
2024-03-01,Android/iOS Developer,,unknown,,,,,"mysql,Android,IOS"
2024-03-01,Android Developers, Hyderabad/Secunderabad,Inovies Consulting,2.0,4.0,,,"android application development,Data structures,Animation,Opengl,JSON,android development,android studio,android application,Android SDK,Core Java"
