Date,Title,Location,Company,Min Exp,Max Exp,Min Salary,Max Salary,Skills
2024-07-01,Data Engineer Lead, Gurgaon/Gurugram,Airo Digital Labs,8.0,12.0,,,"Data modeling,Data processing,Process automation,Data quality,Data collection,Machine learning,data governance,Analytics"
2024-07-01,Urgent opening|| Data Engineer|| Remote," Noida,Uttar Pradesh, Gurgaon/ Gurugram,Haryana",Vinove Software,5.0,7.0,10,15.0,"Spark,Data Engineering,Big Data,Python,SQL,Data Pipeline,Kafka,Airflow"
2024-07-01,Senior Data Scientist, Chennai,Geak Minds,5.0,8.0,,,"HR analytics,Telecom,French,Capacity planning,Data mining,SOA,Data analysis,SQL,Machine learning,Analytics"
2024-07-01,Manager - Applied Data Scientist, Bangalore/Bengaluru,Tesco,3.0,6.0,,,"Analytical,Python,Logistics,SQL,Business solutions,Machine learning,Recruitment,Business services,microsoft,Analytics"
2024-07-01,Sr. D&T Data Scientist, Mumbai,General Mills,0.0,12.0,,,"Neural networks,Automation,Logistics,SQL,Supply chain,Forecasting,GCP,Python,FMCG"
2024-07-01,Junior Data Engineer, Bangalore/Bengaluru,Dyson,1.0,2.0,,,"Project management,Backend,Apache,Automation,Python,Data quality,SQL,Data architecture,Monitoring,Analytics"
2024-07-01,Market Research Analyst," Singapore, Canada, United Kingdom (UK)",VHR PROFESSIONAL SERVICES PRIVATE LIMITED    ,0.0,20.0,65,90.0,"Channel Management,Sales,Operational Analysis,Data Analytics,International Marketing,Marketing,Analytics,Market Research Analyst,Data Warehousing,Data Analysis"
2024-07-01,Sr Big Data Developer," Bangalore/Bengaluru, Delhi / NCR",PwC Service Delivery Center,4.0,7.0,,,"Pyspark,hive,hadoop,Azure"
2024-07-01,Sr Advanced Software Engr, Bangalore/Bengaluru,Honeywell,3.0,6.0,,,"Troubleshooting,Change management,Javascript,Android,Software development life cycle,Software configuration management,Windows,Debugging,Python,Application development"
2024-07-01,Business Process Transformation and Automation Consultant,,unknown,6.0,9.0,,,"Automation,Change management,Data Analytics,Data analysis,Business analysis,Six sigma,Lean,Business process transformation"
2024-07-01,Lead Data Scientist," Mumbai, Hyderabad, Pune",Cornerstone,6.0,9.0,,,"Natural Language Processing,Artificial Intelligence,Machine Learning"
2024-07-01,Data Engineer, Bangalore/Bengaluru,Becton Dickinson,1.0,4.0,,,"JSON,Javascript,Genetics,PLSQL,Scrum,Selenium,github,Agile,Debugging"
2024-07-01,Data Science Engineer," Mumbai, Delhi / NCR, Bangalore/Bengaluru",Alpha Net Consulting,3.0,8.0,,,"Git,Linux,Pandas,Numpy,data analysis,Jupyter Notebook,ML algorithms,data wrangling,Data Science,data visualization,Data Science Engineer,Python"
2024-07-01,CMS - Software Asset Management Analyst - Associate," Hyderabad/Secunderabad, Bangalore/Bengaluru",PwC Service Delivery Center,3.0,5.0,,,"Automation,Managed services,CMS,Asset Management Analyst,Operations,Data analysis,Risk management,Auditing,Budgeting,Billing"
2024-07-01,Platform & Data Associate, Mumbai,The Bridgespan Group,2.0,5.0,,,"Information technology,MIS,Microsoft Dynamics,Data management,Data quality,Workflow,Technical documentation,HR,JIRA,Consulting"
2024-07-01,Salesforce Business Analyst," Bengaluru,Karnataka",Cloud Odyssey,3.0,8.0,,,"Salesforce,Service Cloud,Sales Cloud"
2024-07-01,"Software Engineer, Data Engineering"," Pune,Maharashtra",Verantos India,4.0,7.0,,,"pytho,gcp,Snowflake,Power Bi,Etl Process,SQL,Azure Cloud,AWS,Scrum,Data Pipeline,Tableau,data pi,Gcp Cloud,Machine Learning,Python,Databricks"
2024-07-01,Data Science, Bangalore/Bengaluru,Xcel Hires Managment Solutions Pvt Ltd,3.0,4.0,,,"deep learning,Computer vision,Data analysis,SQL,data science,Machine learning,Natural language processing,Programming,Python"
2024-07-01,"Manager, Marketing Data and Technology", Remote,Oportun,5.0,9.0,,,"Financial services,Google Analytics,Front end,Javascript,Product marketing,SQL,Budgeting,PHP,consumer marketing,Networking"
2024-07-01,Data Analyst, Gurgaon/Gurugram,Kellogg Brown & Root (KBR),4.0,5.0,,,"jQuery,Pega,Analytical,Operations,Data analysis,SQL,power bi,SSRS,Data Analyst,microsoft"
2024-07-01,Business Analyst - Healthcare - Gurgaon/Banaglore," Gurgaon/ Gurugram,Haryana, Bangalore/ Bengaluru,Karnataka",Indihire Consultants,5.0,10.0,8,14.0,"Healthcare Domain,business analyst,Business Analysis"
2024-07-01,Looking For an experienced Business Analyst – EMRI GHS,,unknown,,,,,"Business Analyst,Business Requirement Analysis,Project Life Cycle,Business Process,Identify Trends"
2024-07-01,Associate Professor-Data Science, Kopargaon,Educohire,3.0,5.0,,,"Administration,Analytical,Research,Healthcare,Associate Professor,Publishing,data science,Teaching,Recruitment,Networking"
2024-07-01,Sr. Marketing Application Support Analyst - Campaign Management, Bangalore/Bengaluru,Leading Client,4.0,7.0,,,"Application Support,Unica Campaign,Apache Tomcat,Adobe Campaign,WebSphere,Campaign management,production support"
2024-07-01,Business Analyst, Bangalore/Bengaluru,Cocubes Technologies,4.0,7.0,,,"Project management,Customer support,Business Analyst,Manager Quality Assurance,Service level,Salesforce,Reporting tools,MS Office suite,Management reporting,Analytics"
2024-07-01,Lead Software Engineer- iOS, Bangalore/Bengaluru,Dealersocket,7.0,10.0,,,"XCode,Ios Development,Objective C,Kotlin,Json / Xml,Swift Ui"
2024-07-01,Data Analyst, Gurgaon/Gurugram,Kellogg Brown & Root (KBR),4.0,5.0,,,"jQuery,Pega,Analytical,Operations,Data analysis,SQL,power bi,SSRS,Data Analyst,microsoft"
2024-07-01,Data Scientist, Bangalore/Bengaluru,Paypal,4.0,8.0,,,"Financial services,Automation,Computer science,SQL,Stakeholder management,Risk management,IFRS,Operational risk,Machine learning,Python"
2024-07-01,Business Analyst, Gurgaon/Gurugram,Care Health Insurance (CHI),2.0,5.0,,,"process optimization,Business Analysis,Business process management,Business Analytics"
2024-07-01,Senior Data Analyst, Bangalore/Bengaluru,Ixie Gaming,3.0,4.0,,,"SMS,Senior Data Analyst,SAS,Project delivery,Computer science,Python,SQL,SAN,CRM,Analytics"
2024-07-01,Lead Data Scientist, Bengaluru,Chemdelve,0.0,15.0,,,"Devops,Power Bi,Spotfire,Looker,Tensorflow,scikit,GCP,azure,Keras,tableau,Pytorch,AWS"
2024-07-01,M2D Business Analyst - Supply Chain IT, Bangalore/Bengaluru,Upfield,3.0,10.0,,,"Diversity and Inclusion,Project delivery,IT service delivery,Architecture,Business Analyst,SAP,Transport management,Supply chain,Project implementation,ITIL certified"
2024-07-01,Stock Market Data Analyst," Faridabad,Haryana",Bull's Catch Securities,1.0,3.0,,,"Market Research,Static Data,Market Data,Financial Markets,Data Mining,Data Research,Data Analysis"
2024-07-01,Data Analyst II," Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Thrasio,1.0,4.0,,,"consumer goods,SQL,Merchandising,Stored procedures,data science,Data analysis,Supply chain,Forecasting,Analytics"
2024-07-01,Data Scientist, Bangalore/Bengaluru,Paypal,4.0,8.0,,,"Financial services,Automation,Computer science,SQL,Stakeholder management,Risk management,IFRS,Operational risk,Machine learning,Python"
2024-07-01,ReBIT Hiring For Data Engineer (Python mandatory)," Mumbai,Maharashtra",Reserve Bank Information Technology,1.0,4.0,,,"Big Data,nlp,hive,web scrapping,spark,Postgresql,python,hadoop,sql"
