Date,Title,Location,Company,Min Exp,Max Exp,Min Salary,Max Salary,Skills
2024-01-29,Junior Data Executive," Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Ifood Web Media Technology,1.0,4.0,,,"data cleaning,Analytical Skills,Power BI,Tableau"
2024-01-29,Functional Business Analyst – Insurance domain (Senior Manager),,unknown,,,,,"Business Analyst,Insurance"
2024-01-29,Software Developer - Front End Developer, Bangalore/Bengaluru,Jacobs ,3.0,6.0,,,"Django,Front end,Javascript,SQL,SAN,Machine learning,Integration testing,Debugging,Python"
2024-01-29,Data Scientist-Immediate Joiner-L1(HAckerrank)," Hyderabad, Chennai, Bengaluru",Altimetrik,5.0,8.0,,,"generative AI,SQL,NLP,python,Machine Learning"
2024-01-29,Azure Data Engineer, Bangalore/Bengaluru,Tiger Analytics,3.0,8.0,,,"SQL Azure,Azure Data Factory,Pyspark,Azure Databricks"
2024-01-29,Senior ML Engineer, Bangalore/Bengaluru,Qliktech,5.0,10.0,,,"Team building,deep learning,Automation,Product design,Data quality,SQL,C++,Machine learning,Monitoring,Python"
2024-01-29,IPR Search Analysis," Madurai, Tirupur/Tiruppur, Salem, Chennai, Tiruchirapalli/Trichy, Coimbatore",TVS Motor,0.0,12.0,,,"Litigation,Manager Technology,Competitive intelligence,Automotive,Analytical,Material science,Legal,IPR,DFSS,Analytics"
2024-01-29,Urgent Opening For Sr. Software- .Net WPF For Gurgaon, Gurugram,Leading Product Based MNC,4.0,9.0,,,"WPF,EHR,EMR,.Net,MVVM,Data Binding"
2024-01-29,Senior Manager - MIS & Audit (Budget Analysis Manager), Navi Mumbai,eClerx,8.0,13.0,8.5,9.0,"MIS,Variance Analysis,Forecasting,Budgeting"
2024-01-29,Data Analyst," Hyderabad, Chennai, Bengaluru",Movate Technologies,4.0,8.0,,,"Pandas,SQL,R,Tableau,Looker,Python"
2024-01-29,ios Developer with US based Product company at Noida (Hybrid)!," Noida,Uttar Pradesh",Its an US based product company located ...,4.0,8.0,20,35.0,"Team Leading,Android,Ios Development,Objective C,Swift"
2024-01-29,Senior Manager - Data Analytics Trainer," Gurugram,Haryana, Delhi / NCR",Evalueserve,0.0,15.0,,,"Data Engineering,Training,Training Delivery,Business Analytics,Data Science"
2024-01-29,Tracxn - Analyst  - Assistant Manager Marketing Research (2 - 4 years)," Bangalore Rural,Karnataka",Tracxn,2.0,4.0,,,"Business Analysis,Startup,Market Research,Corporate Strateg,Operations,Practice Head,Project Management,General Management,Program Management"
2024-01-29,Mis Lead/ Data Analyst Freelancer," Noida,Uttar Pradesh",Maral Overseas,5.0,10.0,,,"Data Anlalytics,Advanced Excel,Pivot Table,VLOOKUP,MIS Reporting,Conditional Formatting"
2024-01-29,Principal/Lead SE -  .Net | Weekend Hiring Drive in Bangalore on 3 Feb," Bengaluru,Karnataka",Energy Exemplar,8.0,12.0,,,"C#,ASP.Net MVC,Azure Cloud,.Net,Cloud Technologies,ASP.Net"
